protein_id,design_idx,spearman,pearson
2EFO_A,0,0.5348977371394121,0.7006426824312287
2EFO_A,1,0.6258043313812212,0.6193787900165936
2EFO_A,2,0.546641550742628,0.3884753914686037
2EFO_A,3,0.42282993642951616,0.5333198909677099
2EFO_A,4,0.33013237046886906,-0.13203573073755936
2EFO_A,5,0.53348611131624,0.8382398357142277
2EFO_A,6,0.6396549517222502,0.8363142255248979
2EFO_A,7,0.6339500292640455,0.4504061417494146
2QHL_E,0,0.5839473974890238,0.04856402877096819
2QHL_E,1,0.3518712281169579,-0.047869003082592634
2QHL_E,2,-0.41228501228501224,-0.39185719601201635
2QHL_E,3,0.06347181209566531,-0.09864451131128404
2QHL_E,4,0.6191438746689819,0.01266807836368654
2QHL_E,5,0.5304916259044699,0.7016953576707557
2QHL_E,6,0.7242774613253186,0.04937188277713888
2QHL_E,7,0.6311611027207358,0.4144878785225072
2QLZ_C,0,0.2272057095743679,-0.21752847153876617
2QLZ_C,1,0.2151836367667056,-0.16248100221874787
2QLZ_C,2,0.7036065775881237,0.6074186891194064
2QLZ_C,3,0.7530010832357169,0.780941498282463
2QLZ_C,4,0.6100803859564154,0.6401615420391741
2QLZ_C,5,0.5754399058920647,0.31684904092650035
2QLZ_C,6,0.45113714721698545,0.588200484258682
2QLZ_C,7,0.31436344317369536,0.4137297685641271
2YN5_A,0,0.3946858045515947,0.5044773607610373
2YN5_A,1,0.44641761248754236,0.46734560922997426
2YN5_A,2,0.2534641774025554,0.38727632087028196
2YN5_A,3,0.3678917749998146,0.48556317031244645
2YN5_A,4,0.3513486858913369,0.22408692955423173
2YN5_A,5,0.35723215578396805,0.4326294918211575
2YN5_A,6,0.4112815665259319,0.21877574596796812
2YN5_A,7,0.6029679286827792,0.360624218074443
3FKD_B,0,0.43086356590307995,0.22072485116737536
3FKD_B,1,0.5588167852211753,0.21102503638328649
3FKD_B,2,0.35296086722245046,0.2941686592172939
3FKD_B,3,0.4303214496586365,0.43221599596838134
3FKD_B,4,0.5611391393772593,0.6157269253858157
3FKD_B,5,0.6713515558615194,0.7255335048479781
3FKD_B,6,0.38133024591378945,0.15328464797825225
3FKD_B,7,0.5000806689813873,0.5825957889045611
3JXF_A,0,0.6660939242998024,0.5248548548065084
3JXF_A,1,0.8406023257181371,0.7793208606955686
3JXF_A,2,0.5589133642501952,0.5810228674752379
3JXF_A,3,0.44313031773529576,0.5129721112591494
3JXF_A,4,0.43515062369269186,0.19255154454496076
3JXF_A,5,0.5449931485315151,0.5338443534463089
3JXF_A,6,0.480018740444688,0.5601587863484129
3JXF_A,7,0.5485082036557991,0.4980301805099962
3KGU_B,0,0.6445750808806123,0.31936890695541686
3KGU_B,1,0.06768363982103741,-0.21409979242035174
3KGU_B,2,0.2975144006943896,-0.250752484884114
3KGU_B,3,-0.04687487807931218,-0.3318699967971565
3KGU_B,4,0.47042366235253924,-0.16104464503441307
3KGU_B,5,0.4158210368499961,0.4121647870696868
3KGU_B,6,0.49561271995581163,0.9023362712892763
3KGU_B,7,0.4029906099581788,0.5629320572761928
3T9G_B,0,0.1728206935970377,-0.01592481148124983
3T9G_B,1,0.3444905493990525,0.7023696425278838
3T9G_B,2,0.6016625161087232,0.8731338560882047
3T9G_B,3,0.6540896941764288,0.7759980874122572
3T9G_B,4,0.6343880674317,0.8197804281491681
3T9G_B,5,0.19015146733499685,0.38202643352543947
3T9G_B,6,0.39416723479781657,0.374293201571231
3T9G_B,7,0.6580170548440455,0.8288025988137044
3U79_D,0,0.04345630225185892,-0.3239714079021001
3U79_D,1,0.7213452004387432,0.46872662043531516
3U79_D,2,0.18937443039623017,-0.03344609252738459
3U79_D,3,0.5825648109276889,0.6251891011317315
3U79_D,4,0.4920509003527538,0.7098109542753976
3U79_D,5,0.572044345434135,0.5824807123335172
3U79_D,6,-0.3545328970399421,-0.337450577594868
3U79_D,7,-0.012753079271305718,0.05469957981642026
4C8E_C,0,0.12852967583657116,0.2726819860956749
4C8E_C,1,0.27324359123217523,0.1869584437629558
4C8E_C,2,0.8139994721664032,0.6878836523252638
4C8E_C,3,0.7475893665625951,0.5844002641261644
4C8E_C,4,0.3034932396051165,0.2993333821865551
4C8E_C,5,0.6893973065104202,0.551149180622598
4C8E_C,6,0.7428293415853039,0.8174874019786373
4C8E_C,7,0.36059664210154546,0.6179100331846887
4IK7_A,0,0.6138699880828817,0.6397839964177814
4IK7_A,1,0.3855456886941145,0.5429917103523109
4IK7_A,2,0.225457481329145,-0.2240568294468383
4IK7_A,3,0.4730404028754854,0.5780167032248367
